timestamp,flare_prob,target,goes_class
2010-12-06 07:00:00,0.07822780311107635,0,0
2010-12-06 08:00:00,0.0858328565955162,0,0
2010-12-06 09:00:00,0.09128949046134949,0,0
2010-12-06 10:00:00,0.0822703018784523,0,0
2010-12-06 11:00:00,0.08682876825332642,0,0
2010-12-06 12:00:00,0.08397442102432251,0,0
2010-12-06 13:00:00,0.08302698284387589,0,0
2010-12-06 14:00:00,0.07958339899778366,0,0
2010-12-06 15:00:00,0.0750260055065155,0,0
2010-12-06 16:00:00,0.07100533694028854,0,0
2010-12-06 17:00:00,0.06805320829153061,0,0
2010-12-06 18:00:00,0.07097387313842773,0,0
2010-12-06 19:00:00,0.07494896650314331,0,0
2010-12-06 20:00:00,0.06379634141921997,0,B1.9
2010-12-06 21:00:00,0.058480314910411835,0,B1.9
2010-12-06 22:00:00,0.06010911241173744,0,B1.9
2010-12-06 23:00:00,0.053814806044101715,0,B1.9
2010-12-07 00:00:00,0.05934849753975868,0,B1.9
2010-12-07 01:00:00,0.07300272583961487,0,B1.9
2010-12-07 02:00:00,0.06289142370223999,0,B1.9
2010-12-07 03:00:00,0.061849065124988556,0,B1.9
2010-12-07 04:00:00,0.06781171262264252,0,B1.9
2010-12-07 05:00:00,0.07165772467851639,0,B1.9
2010-12-07 06:00:00,0.06664448231458664,0,B1.9
2010-12-07 07:00:00,0.07125108689069748,0,B1.9
2010-12-07 08:00:00,0.06347385793924332,0,0
2010-12-07 09:00:00,0.0642675906419754,0,B1.3
2010-12-07 10:00:00,0.06547604501247406,0,B1.3
2010-12-07 11:00:00,0.06965583562850952,0,B1.3
2010-12-07 12:00:00,0.07336539030075073,0,B1.3
2010-12-07 13:00:00,0.06828806549310684,0,B1.3
2010-12-07 14:00:00,0.07339920848608017,0,B1.3
2010-12-07 15:00:00,0.06465262174606323,0,B1.3
2010-12-07 16:00:00,0.06859291344881058,0,B1.3
2010-12-07 17:00:00,0.07206432521343231,0,B1.3
2010-12-07 18:00:00,0.0637960284948349,0,B1.4
2010-12-07 20:00:00,0.060558244585990906,0,B1.4
2010-12-07 21:00:00,0.05897529795765877,0,B1.4
2010-12-07 22:00:00,0.06520769000053406,0,B1.4
2010-12-07 23:00:00,0.060686733573675156,0,B1.4
2010-12-08 00:00:00,0.05999375879764557,0,B1.4
2010-12-08 01:00:00,0.0592939555644989,0,B1.4
2010-12-08 02:00:00,0.05809361860156059,0,B1.4
2010-12-08 03:00:00,0.060154497623443604,0,B1.4
2010-12-08 04:00:00,0.06656116992235184,0,B1.4
2010-12-08 05:00:00,0.05762007087469101,0,B1.4
2010-12-08 06:00:00,0.06404558569192886,0,0
2010-12-08 07:00:00,0.06341459602117538,0,0
2010-12-08 08:00:00,0.0659785121679306,0,0
2010-12-08 09:00:00,0.06672414392232895,0,0
2010-12-08 10:00:00,0.05735388025641441,0,0
2010-12-08 11:00:00,0.05751051381230354,0,0
2010-12-08 12:00:00,0.05996423587203026,0,0
2010-12-08 13:00:00,0.05544288083910942,0,0
2010-12-08 14:00:00,0.05412441864609718,0,0
2010-12-08 15:00:00,0.0447213314473629,0,0
2010-12-10 00:00:00,0.06249593570828438,0,0
2010-12-10 01:00:00,0.07317308336496353,0,0
2010-12-10 02:00:00,0.06728143244981766,0,0
2010-12-10 03:00:00,0.07524147629737854,0,0
2010-12-10 04:00:00,0.07220616191625595,0,0
2010-12-10 05:00:00,0.07675828039646149,0,0
2010-12-10 06:00:00,0.07291997224092484,0,0
2010-12-10 07:00:00,0.07352399080991745,0,0
2010-12-10 08:00:00,0.0787789598107338,0,B2.4
2010-12-10 09:00:00,0.07317758351564407,0,B2.4
2010-12-10 10:00:00,0.07266519218683243,0,B2.4
2010-12-10 11:00:00,0.07242421060800552,0,B2.4
2010-12-10 12:00:00,0.06579474359750748,0,B2.4
2010-12-10 13:00:00,0.06978074461221695,0,B2.4
2010-12-10 14:00:00,0.06908798962831497,0,B2.4
2010-12-10 15:00:00,0.06626896560192108,0,B2.4
2010-12-10 16:00:00,0.06671922653913498,0,B2.4
2010-12-10 17:00:00,0.07253327965736389,0,B2.4
2010-12-10 18:00:00,0.06891430169343948,0,B2.4
2010-12-10 19:00:00,0.07218071818351746,0,B2.4
2010-12-10 20:00:00,0.07732637226581573,0,0
2010-12-10 21:00:00,0.07594232261180878,0,0
2010-12-10 22:00:00,0.07596254348754883,0,0
2010-12-10 23:00:00,0.0750456154346466,0,0
2010-12-11 00:00:00,0.08034685999155045,0,B4.0
2010-12-11 07:00:00,0.08513138443231583,0,B4.0
2010-12-11 08:00:00,0.09122330695390701,0,B4.0
2010-12-11 09:00:00,0.08465059101581573,0,B4.0
2010-12-11 10:00:00,0.08044617623090744,0,B4.0
2010-12-11 11:00:00,0.08020726591348648,0,B4.0
2010-12-11 12:00:00,0.07552885264158249,0,0
2010-12-11 13:00:00,0.07305069267749786,0,0
2010-12-11 14:00:00,0.08300413936376572,0,0
2010-12-11 15:00:00,0.0872088149189949,0,0
2010-12-11 16:00:00,0.08125907182693481,0,B4.1
2010-12-11 17:00:00,0.0905786007642746,0,B4.1
