timestamp,flare_prob,target,goes_class
2011-07-01 00:00:00,0.0840003490447998,0,B5.3
2011-07-01 01:00:00,0.0873548611998558,0,B5.3
2011-07-01 02:00:00,0.08527886122465134,0,B5.3
2011-07-01 03:00:00,0.07331337779760361,0,B5.3
2011-07-01 04:00:00,0.08174064010381699,0,B5.3
2011-07-01 05:00:00,0.10239925235509872,0,B5.3
2011-07-01 06:00:00,0.10845287889242172,0,B5.3
2011-07-01 07:00:00,0.10227826237678528,0,B5.3
2011-07-01 08:00:00,0.11894646286964417,0,B4.1
2011-07-01 09:00:00,0.1096327155828476,0,B4.1
2011-07-01 10:00:00,0.09963291138410568,0,B4.1
2011-07-01 11:00:00,0.13079287111759186,0,B4.1
2011-07-01 12:00:00,0.09455299377441406,0,B4.1
2011-07-01 13:00:00,0.1151711642742157,0,B2.4
2011-07-01 14:00:00,0.10675309598445892,0,B2.4
2011-07-01 15:00:00,0.12185478210449219,0,B2.4
2011-07-01 16:00:00,0.1099952757358551,0,B2.4
2011-07-01 17:00:00,0.09613167494535446,0,B2.4
2011-07-01 18:00:00,0.10997647047042847,0,B2.4
2011-07-01 19:00:00,0.10794401913881302,0,B2.4
2011-07-01 20:00:00,0.1044965535402298,0,B2.4
2011-07-01 21:00:00,0.09661156684160233,0,B2.4
2011-07-01 22:00:00,0.08673519641160965,0,0
2011-07-01 23:00:00,0.09099780023097992,0,0
2011-07-02 00:00:00,0.09026490151882172,0,B1.7
2011-07-02 01:00:00,0.09170092642307281,0,B1.7
2011-07-02 02:00:00,0.08123256266117096,0,B1.7
2011-07-02 03:00:00,0.08417128771543503,0,B1.7
2011-07-02 04:00:00,0.09303200989961624,0,B1.7
2011-07-02 05:00:00,0.09130995720624924,0,B1.7
2011-07-02 06:00:00,0.09169167280197144,0,B1.7
2011-07-02 07:00:00,0.08992913365364075,0,B1.7
2011-07-02 08:00:00,0.08586118370294571,0,B1.7
2011-07-02 09:00:00,0.08817555010318756,0,B1.7
2011-07-02 10:00:00,0.09319870918989182,0,B1.7
2011-07-02 11:00:00,0.09292028099298477,0,B1.7
2011-07-02 12:00:00,0.1057719960808754,0,B3.7
2011-07-02 13:00:00,0.10080256313085556,0,B9.5
2011-07-02 14:00:00,0.10933132469654083,0,B9.5
2011-07-02 15:00:00,0.10708703100681305,0,B9.5
2011-07-02 16:00:00,0.11998746544122696,0,B9.5
2011-07-02 17:00:00,0.11014264076948166,0,B9.5
2011-07-02 18:00:00,0.11078881472349167,0,B9.5
2011-07-02 19:00:00,0.12734052538871765,0,B9.5
2011-07-02 20:00:00,0.15866118669509888,0,B9.5
2011-07-02 21:00:00,0.14232361316680908,0,B9.5
2011-07-03 00:00:00,0.1467275172472,0,C2.1
