timestamp,flare_prob,target,goes_class
2010-12-06 07:00:00,0.030361175537109375,0,0
2010-12-06 08:00:00,0.03032698482275009,0,0
2010-12-06 09:00:00,0.02913486398756504,0,0
2010-12-06 10:00:00,0.031633686274290085,0,0
2010-12-06 11:00:00,0.02991262450814247,0,0
2010-12-06 12:00:00,0.029128381982445717,0,0
2010-12-06 13:00:00,0.029303304851055145,0,0
2010-12-06 14:00:00,0.029621964320540428,0,0
2010-12-06 15:00:00,0.02587464638054371,0,0
2010-12-06 16:00:00,0.027304867282509804,0,0
2010-12-06 17:00:00,0.02916785329580307,0,0
2010-12-06 18:00:00,0.02829773910343647,0,0
2010-12-06 19:00:00,0.028448406606912613,0,0
2010-12-06 20:00:00,0.029916901141405106,0,0
2010-12-06 21:00:00,0.029520373791456223,0,0
2010-12-06 22:00:00,0.024111062288284302,0,0
2010-12-06 23:00:00,0.024146221578121185,0,0
2010-12-07 00:00:00,0.02298235334455967,0,0
2010-12-07 01:00:00,0.026425929740071297,0,0
2010-12-07 02:00:00,0.027484487742185593,0,B1.9
2010-12-07 03:00:00,0.02574922889471054,0,B1.9
2010-12-07 04:00:00,0.02638024091720581,0,B1.9
2010-12-07 05:00:00,0.028072796761989594,0,B1.9
2010-12-07 06:00:00,0.028176050633192062,0,B1.9
2010-12-07 07:00:00,0.027668429538607597,0,B1.9
2010-12-07 08:00:00,0.027058085426688194,0,0
2010-12-07 09:00:00,0.026804480701684952,0,0
2010-12-07 10:00:00,0.02812134101986885,0,0
2010-12-07 11:00:00,0.025848232209682465,0,0
2010-12-07 12:00:00,0.02561354637145996,0,0
2010-12-07 13:00:00,0.02822113037109375,0,0
2010-12-07 14:00:00,0.026514729484915733,0,0
2010-12-07 15:00:00,0.025207217782735825,0,B1.3
2010-12-07 16:00:00,0.026224112138152122,0,B1.3
2010-12-07 17:00:00,0.028333378955721855,0,B1.3
2010-12-07 18:00:00,0.02749793976545334,0,B1.3
2010-12-07 20:00:00,0.025596413761377335,0,B1.3
2010-12-07 21:00:00,0.023344464600086212,0,0
2010-12-07 22:00:00,0.026661723852157593,0,0
2010-12-07 23:00:00,0.02617065981030464,0,0
2010-12-08 00:00:00,0.02831248566508293,0,B1.4
2010-12-08 01:00:00,0.025503460317850113,0,B1.4
2010-12-08 02:00:00,0.02639121562242508,0,B1.4
2010-12-08 03:00:00,0.031382180750370026,0,B1.4
2010-12-08 04:00:00,0.03097827360033989,0,B1.4
2010-12-08 05:00:00,0.030005067586898804,0,B1.4
2010-12-08 06:00:00,0.02666586823761463,0,0
2010-12-08 07:00:00,0.0281097162514925,0,0
2010-12-08 08:00:00,0.030215369537472725,0,0
2010-12-08 09:00:00,0.03097188100218773,0,0
2010-12-08 10:00:00,0.026920266449451447,0,0
2010-12-08 11:00:00,0.025569690391421318,0,0
2010-12-08 12:00:00,0.02937452681362629,0,0
2010-12-08 13:00:00,0.02772495523095131,0,0
2010-12-08 14:00:00,0.026089239865541458,0,0
2010-12-08 15:00:00,0.023890824988484383,0,0
2010-12-10 00:00:00,0.04590092971920967,0,0
2010-12-10 01:00:00,0.045962944626808167,0,0
2010-12-10 02:00:00,0.04291456565260887,0,0
2010-12-10 03:00:00,0.04604313522577286,0,0
2010-12-10 04:00:00,0.048495858907699585,0,0
2010-12-10 05:00:00,0.05105595290660858,0,0
2010-12-10 06:00:00,0.058825958520174026,0,0
2010-12-10 07:00:00,0.051984820514917374,0,0
2010-12-10 08:00:00,0.05744379013776779,0,0
2010-12-10 09:00:00,0.05751478672027588,0,0
2010-12-10 10:00:00,0.054983630776405334,0,0
2010-12-10 11:00:00,0.052542734891176224,0,0
2010-12-10 12:00:00,0.04072793573141098,0,0
2010-12-10 13:00:00,0.04305223003029823,0,0
2010-12-10 14:00:00,0.04708326980471611,0,B2.4
2010-12-10 15:00:00,0.0675937682390213,0,B2.4
2010-12-10 16:00:00,0.05689399689435959,0,B2.4
2010-12-10 17:00:00,0.054093457758426666,0,B2.4
2010-12-10 18:00:00,0.0567692294716835,0,B2.4
2010-12-10 19:00:00,0.05453161522746086,0,B2.4
2010-12-10 20:00:00,0.044973403215408325,0,0
2010-12-10 21:00:00,0.05013981834053993,0,0
2010-12-10 22:00:00,0.04929205775260925,0,0
2010-12-10 23:00:00,0.049769334495067596,0,0
2010-12-11 00:00:00,0.04745133966207504,0,0
2010-12-11 07:00:00,0.03689957782626152,0,B4.0
2010-12-11 08:00:00,0.03508269041776657,0,B4.0
2010-12-11 09:00:00,0.0383019894361496,0,B4.0
2010-12-11 10:00:00,0.03971032425761223,0,B4.0
2010-12-11 11:00:00,0.040217600762844086,0,B4.0
2010-12-11 12:00:00,0.03525392711162567,0,0
2010-12-11 13:00:00,0.03362555801868439,0,0
